num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Cluster,status_type
404060,211,4,335558,0,0,0,0,0,0,photo
302454,257,0,251180,0,0,0,0,0,0,photo
271144,96,0,225178,0,0,0,0,0,0,link
256196,142,0,212765,0,0,0,0,0,0,photo
288516,188,0,239605,0,0,0,0,0,0,photo
301444,119,0,250341,0,0,0,0,0,0,photo
529502,2810,392,439731,0,0,0,0,0,0,video
258014,326,116,214275,0,0,0,0,0,0,video
370326,694,0,307544,0,0,0,0,0,0,photo
434158,855,0,360553,0,0,0,0,0,0,status
315584,1062,36,262084,0,0,0,0,0,0,photo
19856,73,4,16498,0,0,0,0,0,0,status
53388,993,0,44344,0,0,0,0,0,0,status
253166,303,16,210249,0,0,0,0,0,0,photo
262660,418,4,218133,0,0,0,0,0,0,photo
293162,188,0,243463,0,0,0,0,0,0,photo
291748,142,4,242289,0,0,0,0,0,0,link
238824,4,0,198338,0,0,0,0,0,0,link
73992,648,20,61454,0,0,0,0,0,0,photo
287708,142,0,238934,0,0,0,0,0,0,photo
261448,533,188,217126,0,0,0,0,0,0,video
303262,2603,152,251851,0,0,0,0,0,0,video
3292,4,0,2742,0,0,0,0,0,0,photo
8140,4,0,6768,0,0,0,0,0,0,photo
217816,3017,200,180892,0,0,0,0,0,0,video
83486,671,12,69339,0,0,0,0,0,0,photo
217614,5593,260,180725,0,0,0,0,0,0,video
173780,4512,256,144323,0,0,0,0,0,0,video
151156,878,48,125535,0,0,0,0,0,0,video
60,4,0,58,0,0,0,0,0,0,photo
20866,27,0,17336,0,0,0,0,0,0,video
1878,4,4,1568,0,0,0,0,0,0,photo
1474,4,0,1232,0,0,0,0,0,0,photo
2080,4,0,1736,0,0,0,0,0,0,photo
3090,4,0,2574,0,0,0,0,0,0,photo
3292,4,12,2742,0,0,0,0,0,0,photo
124492,257,0,103392,0,0,0,0,0,0,video
359822,3730,120,298821,0,0,0,0,0,0,video
271346,349,12,225346,0,0,0,0,0,0,video
42884,372,0,35621,0,0,0,0,0,0,video
212766,119,4,176699,0,0,0,0,0,0,video
257004,395,0,213436,0,0,0,0,0,0,video
420422,1338,144,349146,0,0,0,0,0,0,video
548086,1545,60,455164,0,0,0,0,0,0,video
308918,510,28,256548,0,0,0,0,0,0,video
152166,211,0,126374,0,0,0,0,0,0,video
54802,73,0,45518,0,0,0,0,0,0,video
288718,786,56,239773,0,0,0,0,0,0,video
29754,96,4,24717,0,0,0,0,0,0,video
753520,3592,372,625766,0,0,0,0,0,0,video
72174,165,4,59945,0,0,0,0,0,0,video
72376,27,0,60112,0,0,0,0,0,0,photo
244682,1936,32,203203,0,0,0,0,0,0,video
65306,280,4,54241,0,0,0,0,0,0,video
34198,96,0,28408,0,0,0,0,0,0,video
156408,579,28,129896,0,0,0,0,0,0,video
213776,671,48,177538,0,0,0,0,0,0,video
46520,96,4,38640,0,0,0,0,0,0,video
243268,533,52,202029,0,0,0,0,0,0,video
75810,349,4,62964,0,0,0,0,0,0,video
60660,349,0,50383,0,0,0,0,0,0,video
46116,211,0,38305,0,0,0,0,0,0,video
87930,211,4,73029,0,0,0,0,0,0,video
115604,142,8,96011,0,0,0,0,0,0,video
107524,441,4,89301,0,0,0,0,0,0,video
95202,234,4,79068,0,0,0,0,0,0,video
129340,717,8,107418,0,0,0,0,0,0,video
76012,73,80,63132,0,0,0,0,0,0,photo
66720,119,0,55416,0,0,0,0,0,0,video
119442,947,8,99198,0,0,0,0,0,0,video
104898,395,28,87120,0,0,0,0,0,0,video
88334,96,0,73365,0,0,0,0,0,0,video
58034,119,4,48202,0,0,0,0,0,0,video
97424,878,0,80914,0,0,0,0,0,0,video
109746,395,44,91146,0,0,0,0,0,0,video
93586,326,0,77726,0,0,0,0,0,0,video
55004,73,0,45686,0,0,0,0,0,0,photo
87324,119,0,72526,0,0,0,0,0,0,video
204686,556,0,169989,0,0,0,0,0,0,video
131966,441,12,109599,0,0,0,0,0,0,video
29956,142,0,24885,0,0,0,0,0,0,video
87526,165,0,72694,0,0,0,0,0,0,video
81668,142,28,67829,0,0,0,0,0,0,video
124492,165,0,103392,0,0,0,0,0,0,video
91364,119,0,75881,0,0,0,0,0,0,video
92374,142,0,76720,0,0,0,0,0,0,video
121260,303,0,100708,0,0,0,0,0,0,video
69750,165,4,57932,0,0,0,0,0,0,video
31572,165,0,26227,0,0,0,0,0,0,video
45914,257,28,38137,0,0,0,0,0,0,video
151156,924,16,125535,0,0,0,0,0,0,video
82072,73,8,68164,0,0,0,0,0,0,video
110756,832,20,91985,0,0,0,0,0,0,video
31572,4,0,26227,0,0,0,0,0,0,photo
129542,326,8,107586,0,0,0,0,0,0,video
2888,27,0,2406,0,0,0,0,0,0,photo
98838,303,4,82088,0,0,0,0,0,0,video
130148,694,0,108089,0,0,0,0,0,0,video
37834,280,4,31427,0,0,0,0,0,0,video
180446,533,8,149859,0,0,0,0,0,0,video
82072,418,32,68164,0,0,0,0,0,0,video
66518,234,4,55248,0,0,0,0,0,0,video
102474,349,0,85107,0,0,0,0,0,0,video
38036,188,0,31595,0,0,0,0,0,0,photo
72578,142,0,60280,0,0,0,0,0,0,video
106110,326,4,88127,0,0,0,0,0,0,video
61872,280,0,51390,0,0,0,0,0,0,video
124290,464,16,103224,0,0,0,0,0,0,video
115604,234,0,96011,0,0,0,0,0,0,video
22280,4,4,18510,0,0,0,0,0,0,video
149944,234,4,124528,0,0,0,0,0,0,video
120452,395,4,100037,0,0,0,0,0,0,video
248520,717,8,206390,0,0,0,0,0,0,video
153176,556,12,127212,0,0,0,0,0,0,video
65104,211,48,54074,0,0,0,0,0,0,video
186708,510,24,155059,0,0,0,0,0,0,video
108534,372,4,90140,0,0,0,0,0,0,photo
87526,96,0,72694,0,0,0,0,0,0,video
89344,395,44,74204,0,0,0,0,0,0,video
109948,441,0,91314,0,0,0,0,0,0,video
141258,234,8,117315,0,0,0,0,0,0,video
291344,1108,20,241954,0,0,0,0,0,0,video
67124,73,8,55751,0,0,0,0,0,0,video
196404,372,8,163111,0,0,0,0,0,0,video
66720,418,0,55416,0,0,0,0,0,0,video
267710,694,8,222327,0,0,0,0,0,0,video
388506,5386,20,322641,0,0,0,0,0,0,video
296394,2465,4,246147,0,0,0,0,0,0,video
401838,832,20,333713,0,0,0,0,0,0,video
157418,211,0,130735,0,0,0,0,0,0,video
126512,211,0,105070,0,0,0,0,0,0,video
99646,326,8,82759,0,0,0,0,0,0,video
509100,1476,132,422788,0,0,0,0,0,0,video
55206,234,0,45854,0,0,0,0,0,0,video
527886,1154,12,438389,0,0,0,0,0,0,video
431734,1016,12,358540,0,0,0,0,0,0,video
134390,211,4,111612,0,0,0,0,0,0,video
791698,1775,48,657470,0,0,0,0,0,0,video
827048,1407,24,686826,0,0,0,0,0,0,video
572932,1108,28,475797,0,0,0,0,0,0,video
113584,119,4,94334,0,0,0,0,0,0,video
154994,602,8,128722,0,0,0,0,0,0,video
145904,211,4,121174,0,0,0,0,0,0,video
7534,4,0,6265,0,0,0,0,0,0,link
128734,188,4,106915,0,0,0,0,0,0,video
272154,303,4,226017,0,0,0,0,0,0,video
186304,119,0,154724,0,0,0,0,0,0,video
21876,142,8,18175,0,0,0,0,0,0,video
138430,234,8,114967,0,0,0,0,0,0,video
90960,96,0,75546,0,0,0,0,0,0,video
71366,4,12,59274,0,0,0,0,0,0,video
92576,73,0,76888,0,0,0,0,0,0,video
539198,533,8,447783,0,0,0,0,0,0,video
75002,73,4,62293,0,0,0,0,0,0,video
196606,188,4,163279,0,0,0,0,0,0,video
157216,556,8,130568,0,0,0,0,0,0,video
111362,50,0,92488,0,0,0,0,0,0,video
101262,96,0,84101,0,0,0,0,0,0,video
99646,395,4,82759,0,0,0,0,0,0,video
61872,165,4,51390,0,0,0,0,0,0,video
81870,142,4,67997,0,0,0,0,0,0,video
100454,188,0,83430,0,0,0,0,0,0,video
158024,257,0,131238,0,0,0,0,0,0,video
74194,165,0,61622,0,0,0,0,0,0,video
101060,372,0,83933,0,0,0,0,0,0,video
86112,211,8,71520,0,0,0,0,0,0,video
177820,556,4,147678,0,0,0,0,0,0,video
144692,648,0,120167,0,0,0,0,0,0,video
93182,395,4,77391,0,0,0,0,0,0,video
49348,142,0,40989,0,0,0,0,0,0,video
119038,418,4,98863,0,0,0,0,0,0,video
64902,142,0,53906,0,0,0,0,0,0,video
80052,234,0,66487,0,0,0,0,0,0,video
70760,119,0,58770,0,0,0,0,0,0,video
33188,119,0,27569,0,0,0,0,0,0,photo
145096,464,0,120502,0,0,0,0,0,0,video
39652,280,0,32937,0,0,0,0,0,0,video
171558,579,4,142478,0,0,0,0,0,0,video
22078,142,12,18343,0,0,0,0,0,0,video
83486,165,8,69339,0,0,0,0,0,0,video
79850,372,0,66319,0,0,0,0,0,0,video
85910,280,0,71352,0,0,0,0,0,0,video
139036,188,0,115470,0,0,0,0,0,0,video
63286,142,0,52564,0,0,0,0,0,0,video
80658,786,16,66990,0,0,0,0,0,0,video
144288,1062,20,119832,0,0,0,0,0,0,video
116412,395,12,96682,0,0,0,0,0,0,video
93384,349,0,77558,0,0,0,0,0,0,video
8342,50,0,6936,0,0,0,0,0,0,photo
94798,395,0,78733,0,0,0,0,0,0,video
3494,50,0,2910,0,0,0,0,0,0,photo
1272,4,0,1064,0,0,0,0,0,0,photo
69548,234,0,57764,0,0,0,0,0,0,photo
125502,372,32,104231,0,0,0,0,0,0,video
121866,303,4,101211,0,0,0,0,0,0,video
107120,303,0,88966,0,0,0,0,0,0,video
42682,50,0,35453,0,0,0,0,0,0,photo
66114,142,24,54912,0,0,0,0,0,0,video
102070,487,44,84772,0,0,0,0,0,0,video
85708,142,0,71184,0,0,0,0,0,0,video
103888,234,8,86282,0,0,0,0,0,0,video
83284,395,0,69171,0,0,0,0,0,0,video
30360,96,0,25220,0,0,0,0,0,0,video
47126,96,0,39144,0,0,0,0,0,0,video
183072,510,12,152040,0,0,0,0,0,0,video
161660,602,8,134258,0,0,0,0,0,0,video
56418,234,0,46860,0,0,0,0,0,0,video
144490,418,24,119999,0,0,0,0,0,0,video
195798,1062,16,162608,0,0,0,0,0,0,video
98838,533,44,82088,0,0,0,0,0,0,video
59448,579,12,49376,0,0,0,0,0,0,video
88334,717,0,73365,0,0,0,0,0,0,video
44298,188,0,36795,0,0,0,0,0,0,photo
53994,211,0,44847,0,0,0,0,0,0,video
64902,280,8,53906,0,0,0,0,0,0,video
38440,73,0,31930,0,0,0,0,0,0,video
64296,326,0,53402,0,0,0,0,0,0,video
49752,395,4,41324,0,0,0,0,0,0,video
66114,211,0,54912,0,0,0,0,0,0,video
84294,142,0,70010,0,0,0,0,0,0,video
64094,119,0,53235,0,0,0,0,0,0,video
68740,257,0,57093,0,0,0,0,0,0,video
77830,280,0,64642,0,0,0,0,0,0,video
109746,119,0,91146,0,0,0,0,0,0,video
198222,740,24,164621,0,0,0,0,0,0,video
62276,119,0,51725,0,0,0,0,0,0,video
85910,119,4,71352,0,0,0,0,0,0,video
109544,211,0,90978,0,0,0,0,0,0,video
51368,50,0,42666,0,0,0,0,0,0,video
65710,832,0,54577,0,0,0,0,0,0,video
58034,211,0,48202,0,0,0,0,0,0,video
49954,188,0,41492,0,0,0,0,0,0,video
55206,165,0,45854,0,0,0,0,0,0,video
80052,694,4,66487,0,0,0,0,0,0,video
48742,50,0,40486,0,0,0,0,0,0,video
41268,27,0,34279,0,0,0,0,0,0,video
40258,142,4,33440,0,0,0,0,0,0,video
1272,4,0,1064,0,0,0,0,0,0,photo
85102,234,8,70681,0,0,0,0,0,0,video
48540,165,0,40318,0,0,0,0,0,0,video
96818,418,4,80410,0,0,0,0,0,0,video
57024,165,0,47364,0,0,0,0,0,0,video
21674,27,8,18007,0,0,0,0,0,0,video
52176,119,0,43338,0,0,0,0,0,0,video
161458,717,16,134090,0,0,0,0,0,0,video
31774,211,12,26395,0,0,0,0,0,0,video
72376,441,4,60112,0,0,0,0,0,0,video
9150,27,0,7607,0,0,0,0,0,0,photo
31370,50,0,26059,0,0,0,0,0,0,video
66316,487,20,55080,0,0,0,0,0,0,video
54802,142,0,45518,0,0,0,0,0,0,video
40864,234,4,33944,0,0,0,0,0,0,video
50358,165,4,41828,0,0,0,0,0,0,video
92980,717,4,77223,0,0,0,0,0,0,video
20260,4,0,16833,0,0,0,0,0,0,video
20462,50,4,17001,0,0,0,0,0,0,video
52176,165,0,43338,0,0,0,0,0,0,video
30764,119,0,25556,0,0,0,0,0,0,video
17634,73,0,14652,0,0,0,0,0,0,photo
9352,96,0,7774,0,0,0,0,0,0,photo
12786,4,0,10626,0,0,0,0,0,0,photo
54802,73,4,45518,0,0,0,0,0,0,video
25512,119,8,21194,0,0,0,0,0,0,video
35410,142,0,29414,0,0,0,0,0,0,video
9554,4,4,7942,0,0,0,0,0,0,video
8544,4,0,7104,0,0,0,0,0,0,photo
10766,27,0,8949,0,0,0,0,0,0,photo
20260,27,4,16833,0,0,0,0,0,0,photo
8342,27,0,6936,0,0,0,0,0,0,photo
6928,4,0,5762,0,0,0,0,0,0,photo
48136,96,0,39982,0,0,0,0,0,0,video
45106,73,4,37466,0,0,0,0,0,0,video
15210,4,0,12639,0,0,0,0,0,0,photo
20462,27,0,17001,0,0,0,0,0,0,photo
10362,4,0,8613,0,0,0,0,0,0,photo
15614,73,0,12975,0,0,0,0,0,0,photo
240440,280,4,199680,0,0,0,0,0,0,video
1878,4,0,1568,0,0,0,0,0,0,photo
27128,73,0,22536,0,0,0,0,0,0,photo
14604,4,0,12136,0,0,0,0,0,0,photo
38036,142,0,31595,0,0,0,0,0,0,video
44702,50,0,37131,0,0,0,0,0,0,video
44702,73,0,37131,0,0,0,0,0,0,video
19048,73,0,15826,0,0,0,0,0,0,photo
16624,73,0,13814,0,0,0,0,0,0,video
43692,188,0,36292,0,0,0,0,0,0,photo
22280,4,0,18510,0,0,0,0,0,0,video
70356,4,0,58435,0,0,0,0,0,0,video
45510,303,0,37802,0,0,0,0,0,0,video
16220,27,0,13478,0,0,0,0,0,0,photo
18442,142,0,15323,0,0,0,0,0,0,photo
37228,257,0,30924,0,0,0,0,0,0,photo
113584,4,0,94334,0,0,0,0,0,0,video
37228,4,0,30924,0,0,0,0,0,0,photo
38440,50,0,31930,0,0,0,0,0,0,photo
72780,533,8,60448,0,0,0,0,0,0,video
11574,4,0,9620,0,0,0,0,0,0,video
20664,96,0,17168,0,0,0,0,0,0,photo
30764,50,0,25556,0,0,0,0,0,0,photo
53186,326,0,44176,0,0,0,0,0,0,photo
12584,27,0,10458,0,0,0,0,0,0,video
25512,418,0,21194,0,0,0,0,0,0,video
23088,73,0,19182,0,0,0,0,0,0,photo
37834,211,0,31427,0,0,0,0,0,0,photo
11776,165,0,9788,0,0,0,0,0,0,photo
9352,73,0,7774,0,0,0,0,0,0,photo
37026,96,0,30756,0,0,0,0,0,0,photo
20058,257,0,16665,0,0,0,0,0,0,photo
10362,4,0,8613,0,0,0,0,0,0,photo
18644,142,0,15491,0,0,0,0,0,0,photo
20866,142,0,17336,0,0,0,0,0,0,photo
65912,211,0,54744,0,0,0,0,0,0,photo
22886,50,0,19014,0,0,0,0,0,0,photo
12382,4,0,10291,0,0,0,0,0,0,photo
15412,73,0,12807,0,0,0,0,0,0,photo
13392,27,0,11130,0,0,0,0,0,0,photo
128936,786,36,107082,0,0,0,0,0,0,video
31168,4,0,25892,0,0,0,0,0,0,video
19250,211,12,15994,0,0,0,0,0,0,video
5918,4,0,4923,0,0,0,0,0,0,photo
14402,50,4,11968,0,0,0,0,0,0,photo
164286,142,0,136439,0,0,0,0,0,0,video
102272,1016,28,84940,0,0,0,0,0,0,video
13796,165,0,11465,0,0,0,0,0,0,photo
35208,257,0,29246,0,0,0,0,0,0,video
21270,96,0,17672,0,0,0,0,0,0,photo
36218,257,0,30085,0,0,0,0,0,0,photo
38642,142,0,32098,0,0,0,0,0,0,video
41066,73,4,34111,0,0,0,0,0,0,video
56014,1200,8,46525,0,0,0,0,0,0,photo
12584,50,0,10458,0,0,0,0,0,0,video
40460,142,0,33608,0,0,0,0,0,0,video
68538,694,0,56925,0,0,0,0,0,0,photo
36016,234,4,29918,0,0,0,0,0,0,video
4706,4,0,3916,0,0,0,0,0,0,photo
13190,257,0,10962,0,0,0,0,0,0,video
50560,165,24,41996,0,0,0,0,0,0,video
11978,4,0,9955,0,0,0,0,0,0,photo
22280,280,12,18510,0,0,0,0,0,0,video
29754,303,8,24717,0,0,0,0,0,0,video
12584,142,0,10458,0,0,0,0,0,0,photo
138632,1223,12,115134,0,0,0,0,0,0,video
70962,119,8,58938,0,0,0,0,0,0,video
43490,280,4,36124,0,0,0,0,0,0,video
20260,142,24,16833,0,0,0,0,0,0,video
26522,27,4,22033,0,0,0,0,0,0,video
113180,510,48,93998,0,0,0,0,0,0,video
75608,211,64,62796,0,0,0,0,0,0,video
112978,510,28,93830,0,0,0,0,0,0,video
34198,142,20,28408,0,0,0,0,0,0,video
95606,211,36,79404,0,0,0,0,0,0,video
11776,50,16,9788,0,0,0,0,0,0,video
33188,96,36,27569,0,0,0,0,0,0,video
124088,556,84,103056,0,0,0,0,0,0,video
42682,50,16,35453,0,0,0,0,0,0,video
26118,211,12,21698,0,0,0,0,0,0,video
31370,119,36,26059,0,0,0,0,0,0,video
88536,326,76,73532,0,0,0,0,0,0,video
61468,464,96,51054,0,0,0,0,0,0,video
23492,50,40,19517,0,0,0,0,0,0,video
27330,27,8,22704,0,0,0,0,0,0,video
23290,211,0,19349,0,0,0,0,0,0,photo
25916,73,0,21530,0,0,0,0,0,0,photo
25916,73,0,21530,0,0,0,0,0,0,photo
11170,96,16,9284,0,0,0,0,0,0,photo
22078,27,0,18343,0,0,0,0,0,0,photo
11776,4,0,9788,0,0,0,0,0,0,photo
16826,4,0,13981,0,0,0,0,0,0,photo
33188,142,0,27569,0,0,0,0,0,0,photo
42480,211,0,35286,0,0,0,0,0,0,video
26926,395,20,22369,0,0,0,0,0,0,video
18442,142,24,15323,0,0,0,0,0,0,video
45712,303,0,37970,0,0,0,0,0,0,video
10160,73,0,8446,0,0,0,0,0,0,video
49146,4,0,40821,0,0,0,0,0,0,video
22886,349,0,19014,0,0,0,0,0,0,video
49146,119,20,40821,0,0,0,0,0,0,video
28542,27,4,23711,0,0,0,0,0,0,video
26320,4,20,21866,0,0,0,0,0,0,video
13190,50,16,10962,0,0,0,0,0,0,video
666,73,0,561,0,0,0,0,0,0,photo
15210,73,0,12639,0,0,0,0,0,0,photo
9150,4,4,7607,0,0,0,0,0,0,video
35814,326,16,29750,0,0,0,0,0,0,video
9150,27,0,7607,0,0,0,0,0,0,photo
18846,188,0,15659,0,0,0,0,0,0,photo
14806,4,8,12304,0,0,0,0,0,0,video
16624,119,0,13814,0,0,0,0,0,0,photo
18038,395,4,14988,0,0,0,0,0,0,video
10564,119,12,8781,0,0,0,0,0,0,video
10564,119,12,8781,0,0,0,0,0,0,video
6524,27,0,5426,0,0,0,0,0,0,photo
28340,418,0,23543,0,0,0,0,0,0,photo
22886,119,0,19014,0,0,0,0,0,0,photo
242662,1982,12,201526,0,0,0,0,0,0,video
231350,510,16,192132,0,0,0,0,0,0,video
21674,119,20,18007,0,0,0,0,0,0,video
5514,119,0,4587,0,0,0,0,0,0,photo
20462,211,0,17001,0,0,0,0,0,0,photo
32380,188,12,26898,0,0,0,0,0,0,video
39854,464,8,33105,0,0,0,0,0,0,video
14200,73,0,11800,0,0,0,0,0,0,photo
17836,257,4,14820,0,0,0,0,0,0,video
4504,27,0,3748,0,0,0,0,0,0,photo
53590,119,0,44512,0,0,0,0,0,0,video
14806,96,28,12304,0,0,0,0,0,0,photo
42682,50,0,35453,0,0,0,0,0,0,photo
33390,211,0,27737,0,0,0,0,0,0,video
38440,142,4,31930,0,0,0,0,0,0,video
16826,27,0,13981,0,0,0,0,0,0,video
10362,27,0,8613,0,0,0,0,0,0,photo
78032,349,56,64810,0,0,0,0,0,0,video
27330,326,0,22704,0,0,0,0,0,0,video
55206,809,8,45854,0,0,0,0,0,0,video
17634,579,16,14652,0,0,0,0,0,0,video
48540,694,8,40318,0,0,0,0,0,0,video
9554,27,0,7942,0,0,0,0,0,0,photo
4706,165,64,3916,0,0,0,0,0,0,video
17028,96,0,14149,0,0,0,0,0,0,photo
3696,4,0,3078,0,0,0,0,0,0,photo
11978,119,0,9955,0,0,0,0,0,0,photo
8948,4,0,7439,0,0,0,0,0,0,photo
5716,4,0,4755,0,0,0,0,0,0,photo
6120,27,0,5090,0,0,0,0,0,0,photo
7938,50,0,6600,0,0,0,0,0,0,photo
3494,4,4,2910,0,0,0,0,0,0,photo
15008,349,4,12472,0,0,0,0,0,0,photo
13796,142,0,11465,0,0,0,0,0,0,photo
13190,50,40,10962,0,0,0,0,0,0,photo
10564,50,0,8781,0,0,0,0,0,0,photo
15816,188,0,13142,0,0,0,0,0,0,photo
5716,73,0,4755,0,0,0,0,0,0,photo
12786,119,0,10626,0,0,0,0,0,0,photo
3898,556,0,3245,0,0,0,0,0,0,photo
4302,510,0,3581,0,0,0,0,0,0,photo
15614,280,0,12975,0,0,0,0,0,0,photo
27734,73,4,23040,0,0,0,0,0,0,video
108534,372,4,90140,0,0,0,0,0,0,photo
11574,119,4,9620,0,0,0,0,0,0,photo
29148,257,0,24214,0,0,0,0,0,0,video
2686,27,0,2239,0,0,0,0,0,0,photo
2080,4,0,1736,0,0,0,0,0,0,photo
21876,119,0,18175,0,0,0,0,0,0,video
9958,4,0,8278,0,0,0,0,0,0,photo
262,4,0,226,0,0,0,0,0,0,photo
5918,27,0,4923,0,0,0,0,0,0,photo
4908,50,8,4084,0,0,0,0,0,0,photo
31572,395,0,26227,0,0,0,0,0,0,photo
11372,27,0,9452,0,0,0,0,0,0,photo
6928,27,0,5762,0,0,0,0,0,0,photo
3292,27,0,2742,0,0,0,0,0,0,photo
5110,27,0,4252,0,0,0,0,0,0,photo
7736,96,4,6432,0,0,0,0,0,0,photo
9150,119,0,7607,0,0,0,0,0,0,photo
15008,50,0,12472,0,0,0,0,0,0,photo
1676,4,0,1400,0,0,0,0,0,0,photo
464,4,0,394,0,0,0,0,0,0,photo
26522,188,0,22033,0,0,0,0,0,0,photo
6524,73,0,5426,0,0,0,0,0,0,photo
2888,27,4,2406,0,0,0,0,0,0,photo
18240,234,16,15156,0,0,0,0,0,0,photo
24704,50,0,20524,0,0,0,0,0,0,photo
1070,4,0,897,0,0,0,0,0,0,photo
19654,119,4,16330,0,0,0,0,0,0,photo
6322,27,0,5258,0,0,0,0,0,0,photo
16220,96,0,13478,0,0,0,0,0,0,photo
10362,27,4,8613,0,0,0,0,0,0,photo
7736,4,0,6432,0,0,0,0,0,0,photo
20664,119,0,17168,0,0,0,0,0,0,photo
18644,234,4,15491,0,0,0,0,0,0,photo
10968,96,0,9116,0,0,0,0,0,0,photo
8948,96,0,7439,0,0,0,0,0,0,photo
15816,119,4,13142,0,0,0,0,0,0,photo
13392,234,4,11130,0,0,0,0,0,0,photo
10968,142,8,9116,0,0,0,0,0,0,photo
5110,4,0,4252,0,0,0,0,0,0,photo
15008,119,4,12472,0,0,0,0,0,0,photo
16018,165,4,13310,0,0,0,0,0,0,photo
21068,73,4,17504,0,0,0,0,0,0,photo
7736,165,0,6432,0,0,0,0,0,0,photo
3494,142,0,2910,0,0,0,0,0,0,photo
15210,188,0,12639,0,0,0,0,0,0,photo
10564,73,0,8781,0,0,0,0,0,0,photo
7736,4,20,6432,0,0,0,0,0,0,photo
11776,119,0,9788,0,0,0,0,0,0,photo
2484,27,8,2071,0,0,0,0,0,0,photo
868,4,8,729,0,0,0,0,0,0,photo
5716,96,0,4755,0,0,0,0,0,0,photo
868,4,4,729,0,0,0,0,0,0,photo
10362,4,0,8613,0,0,0,0,0,0,photo
3696,27,0,3078,0,0,0,0,0,0,photo
9150,4,0,7607,0,0,0,0,0,0,photo
2888,4,0,2406,0,0,0,0,0,0,photo
10968,27,0,9116,0,0,0,0,0,0,photo
13190,96,0,10962,0,0,0,0,0,0,photo
14806,4,0,12304,0,0,0,0,0,0,photo
8746,73,0,7271,0,0,0,0,0,0,photo
5716,96,4,4755,0,0,0,0,0,0,photo
4504,27,0,3748,0,0,0,0,0,0,photo
7938,73,0,6600,0,0,0,0,0,0,photo
12584,188,0,10458,0,0,0,0,0,0,photo
4100,50,0,3413,0,0,0,0,0,0,photo
3494,4,0,2910,0,0,0,0,0,0,photo
9958,165,0,8278,0,0,0,0,0,0,photo
12584,165,0,10458,0,0,0,0,0,0,photo
8746,50,0,7271,0,0,0,0,0,0,photo
6120,27,0,5090,0,0,0,0,0,0,photo
5716,4,0,4755,0,0,0,0,0,0,photo
9958,50,8,8278,0,0,0,0,0,0,photo
13594,142,0,11297,0,0,0,0,0,0,photo
4100,27,0,3413,0,0,0,0,0,0,photo
16422,119,0,13646,0,0,0,0,0,0,photo
11776,142,4,9788,0,0,0,0,0,0,photo
2686,119,0,2239,0,0,0,0,0,0,photo
9554,4,0,7942,0,0,0,0,0,0,photo
1474,4,8,1232,0,0,0,0,0,0,photo
12584,50,4,10458,0,0,0,0,0,0,photo
17028,142,0,14149,0,0,0,0,0,0,photo
4706,50,0,3916,0,0,0,0,0,0,photo
3898,96,0,3245,0,0,0,0,0,0,photo
2686,4,4,2239,0,0,0,0,0,0,photo
1676,27,4,1400,0,0,0,0,0,0,photo
7130,27,0,5929,0,0,0,0,0,0,photo
7534,4,0,6265,0,0,0,0,0,0,photo
14806,234,0,12304,0,0,0,0,0,0,photo
23088,211,0,19182,0,0,0,0,0,0,photo
13998,142,0,11633,0,0,0,0,0,0,photo
8746,4,0,7271,0,0,0,0,0,0,photo
21472,73,0,17840,0,0,0,0,0,0,photo
13998,50,0,11633,0,0,0,0,0,0,photo
13190,50,0,10962,0,0,0,0,0,0,photo
10564,4,0,8781,0,0,0,0,0,0,photo
16018,27,0,13310,0,0,0,0,0,0,photo
9958,27,0,8278,0,0,0,0,0,0,photo
6322,4,0,5258,0,0,0,0,0,0,photo
1474,4,8,1232,0,0,0,0,0,0,photo
1272,4,8,1064,0,0,0,0,0,0,photo
1474,4,0,1232,0,0,0,0,0,0,photo
1070,27,4,897,0,0,0,0,0,0,photo
3696,27,0,3078,0,0,0,0,0,0,photo
6524,4,28,5426,0,0,0,0,0,0,photo
6726,27,0,5594,0,0,0,0,0,0,photo
19654,4,0,16330,0,0,0,0,0,0,photo
20664,372,0,17168,0,0,0,0,0,0,photo
7736,234,0,6432,0,0,0,0,0,0,photo
3292,50,0,2742,0,0,0,0,0,0,photo
666,27,8,561,0,0,0,0,0,0,photo
5514,4,20,4587,0,0,0,0,0,0,photo
15816,96,140,13142,0,0,0,0,0,0,photo
5918,4,0,4923,0,0,0,0,0,0,photo
13392,211,0,11130,0,0,0,0,0,0,photo
15816,372,0,13142,0,0,0,0,0,0,photo
11574,211,4,9620,0,0,0,0,0,0,photo
3898,96,0,3245,0,0,0,0,0,0,photo
16624,326,0,13814,0,0,0,0,0,0,photo
1070,96,4,897,0,0,0,0,0,0,photo
10564,119,0,8781,0,0,0,0,0,0,photo
9150,326,0,7607,0,0,0,0,0,0,photo
8342,441,44,6936,0,0,0,0,0,0,status
11170,234,0,9284,0,0,0,0,0,0,photo
8140,27,0,6768,0,0,0,0,0,0,photo
9756,96,0,8110,0,0,0,0,0,0,photo
10766,165,0,8949,0,0,0,0,0,0,photo
1070,4,0,897,0,0,0,0,0,0,photo
60,4,0,58,0,0,0,0,0,0,photo
15008,142,0,12472,0,0,0,0,0,0,photo
1474,27,8,1232,0,0,0,0,0,0,photo
19452,4926,0,16162,0,0,0,0,0,0,photo
8746,50,0,7271,0,0,0,0,0,0,photo
